,name,Code,lat,lon,ligne,ville
962,La Prairie,SEM:GENLAPRAIRI,45.29462,5.76561,62,Sarcenas
963,Col de Porte,SEM:GENCOLPORTE,45.28982,5.76704,62,Sarcenas
964,Pont du Croz,SEM:GENSARCROZ,45.27669,5.75747,62,Sarcenas
965,Sarcenas Le Village,SEM:GENSARCENA,45.2734,5.75861,62,Sarcenas
966,Col de Palaquit,SEM:GENPALAQUIT,45.27308,5.7657,62,Sarcenas
967,Les Jonquilles,SEM:GENMOLLARSA,45.26467,5.7742,62,Le Sappey-en-Chartreuse
968,Churut,SEM:GENCHURU,45.26474,5.77743,62,Le Sappey-en-Chartreuse
969,Le Sappey-en-Chartreuse Place,SEM:GENPLACESAP,45.25948,5.77706,62,Le Sappey-en-Chartreuse
970,Le Gouillat,SEM:GENLEGOUILL,45.25474,5.77111,62,Le Sappey-en-Chartreuse
971,Saint-Eynard,SEM:GENSAINTEYN,45.24926,5.76534,62,Le Sappey-en-Chartreuse
972,Hameau de Vence,SEM:GENHVENCE,45.24179,5.75433,62,Corenc
973,Col de Vence,SEM:GENCOLVENCE,45.234,5.75107,62,Corenc
974,Batonnière,SEM:GENCHEMBATO,45.22733,5.75876,62,Corenc
975,La Garenne,SEM:GENGARENNE,45.22729,5.76583,62,Corenc
976,Rochasson,SEM:GENMOLLARD,45.22364,5.7678,62,Corenc
977,Providence,SEM:GENPROVIDEN,45.22111,5.76456,62,Corenc
978,Corenc Village,SEM:GENCORENCVI,45.21983,5.76229,62,Corenc
979,La Corne d'Or,SEM:GENCORNEDOR,45.21809,5.76046,62,Corenc
980,Monument,SEM:GENMONUMENT,45.217,5.7536,62,Corenc
981,Le Gorget,SEM:GENLEGORGET,45.21529,5.74853,62,La Tronche
982,Saint-Germain,SEM:GENSTGERMAI,45.21015,5.74408,62,La Tronche
983,Le Rozan,SEM:GENLERONZA,45.20926,5.7423,62,La Tronche
984,Bastille,SEM:GENBASTILLE,45.20444,5.7376,62,La Tronche
985,Petite Tronche,SEM:GENPTTRONCH,45.20195,5.73416,62,La Tronche
986,Saint-Laurent,SEM:GENSTLAUREN,45.19802,5.73257,62,Grenoble
987,Xavier Jouvin,SEM:GENXAVJOUVI,45.1956,5.73009,62,Grenoble
988,Notre-Dame - Musée,SEM:GENNOTREDAM,45.19358,5.73214,62,Grenoble
989,Saint Egrève Gare,SEM:GENSTEGVGAR,45.23531,5.67151,63,Saint-Égrève
990,Les Bonnais,SEM:GENBONNAIS,45.24058,5.67257,63,Saint-Égrève
991,Karben,SEM:GENKARBEN,45.24235,5.67093,63,Saint-Égrève
992,Rafour,SEM:GENRAFOUR,45.24868,5.66688,63,Fontanil-Cornillon
993,Le Fontanil Mairie,SEM:GENFONTANIM,45.25618,5.66633,63,Fontanil-Cornillon
994,Le Fontanil Cimetière,SEM:GENFONTCIM,45.25823,5.66385,63,Fontanil-Cornillon
995,La Rivoire,SEM:GENLARIVO,45.26869,5.6686,63,Mont-Saint-Martin
996,Fochaire,SEM:GENFOCHAIRE,45.27158,5.67442,63,Mont-Saint-Martin
997,Colavière,SEM:GENCOLAVIER,45.27237,5.67606,63,Mont-Saint-Martin
998,Chemin de Namière,SEM:GENNAMIERE,45.27232,5.67853,63,Mont-Saint-Martin
999,L'Etoile,SEM:GENLETOILE,45.13788,5.7033,64,Le Pont-de-Claix
1000,ZI des Iles,SEM:GENZILES,45.13853,5.69449,64,Le Pont-de-Claix
1001,Marianne,SEM:GENMARIANNE,45.13495,5.69291,64,Le Pont-de-Claix
1002,120 Toises,SEM:GEN120TOISE,45.13625,5.69496,64,Le Pont-de-Claix
1003,Le Péage,SEM:GENPEAGEDEV,45.0577,5.77102,65,Vizille
1004,Vizille Lycée,SEM:GENLTE,45.06872,5.76836,65,Vizille
1005,Place du Château,SEM:GENCHAT,45.07572,5.77221,65,Vizille
1006,Les Forges,SEM:GENLESFORGE,45.07716,5.76858,65,Vizille
1007,Parc Vöhringen,SEM:GENVOHRIGEN,45.07888,5.76947,65,Vizille
1008,L'Alliance,SEM:GENALLIANCE,45.08152,5.76865,65,Vizille
1009,Chantefeuille,SEM:GENCHANTEFE,45.08058,5.77486,65,Vizille
1010,Le Grimpillon,SEM:GENGRIMPI,45.08233,5.77515,65,Vizille
1011,Brié Église,SEM:GENBRIEGLIS,45.11119,5.78653,65,Brié-et-Angonnes
1012,Mont Rolland,SEM:GENBRIE,45.11528,5.78405,65,Brié-et-Angonnes
1013,L'Olympe,SEM:GENBRIECOLE,45.11784,5.78285,65,Brié-et-Angonnes
1014,Le Replat,SEM:GENREPLAT,45.1209,5.78154,65,Brié-et-Angonnes
1015,Les Métraux,SEM:GENMETRA,45.12164,5.78504,65,Brié-et-Angonnes
1016,Le Coin,SEM:GENSOUVEVI,45.12799,5.78511,65,Brié-et-Angonnes
1017,Souveyron,SEM:GENSOUVE,45.13061,5.77825,65,Brié-et-Angonnes
1018,L'Enclos,SEM:GENLENCLOS,45.1333,5.77484,65,Brié-et-Angonnes
1019,Tavernolles,SEM:GENTAVER,45.13628,5.77037,65,Brié-et-Angonnes
1020,Le Verderet,SEM:GENVERDERET,45.14694,5.75428,65,Eybens
1021,Le Bourg,SEM:GENLEBOURG,45.14781,5.75116,65,Eybens
1022,Les Javaux,SEM:GENJAVAUX,45.15034,5.7499,65,Eybens
1023,L'Iliade,SEM:GENILIADE,45.14713,5.74546,65,Eybens
1024,Pré au Crêt,SEM:GENPREAUCR,45.14405,5.7401,65,Eybens
1025,François Quesnay,SEM:GENFRQUESNA,45.1479,5.73517,65,Échirolles
1026,Alpexpo,SEM:GENALPEXPO,45.15449,5.73379,65,Eybens
1027,Polesud - Alpexpo,SEM:GENPOLESUD,45.15715,5.73384,65,Grenoble
1028,Grand'place,SEM:GENGRDPLACE,45.15893,5.73179,65,Grenoble
1029,La Rampe - Centre-Ville,SEM:GENRAMPE,45.14948,5.71818,66,Échirolles
1030,Antoine Polotti,SEM:GENPOLOTTI,45.1486,5.72251,66,Échirolles
1031,Le Château,SEM:GENCHATEAU,45.14732,5.72671,66,Échirolles
1032,Guy Mocquet,SEM:GENGUYMOCQU,45.14548,5.72585,66,Échirolles
1033,Paul Langevin,SEM:GENLANGEVIN,45.14346,5.72313,66,Échirolles
1034,Marie Curie,SEM:GENMARIECUR,45.14523,5.71704,66,Échirolles
1035,Auguste Delaune,SEM:GENADELAUNE,45.14292,5.71527,66,Échirolles
1036,Denis Papin,SEM:GENDENPAPIN,45.13832,5.71307,66,Échirolles
1037,Gay Lussac,SEM:GENGAYLUSSA,45.13645,5.71214,66,Échirolles
1038,Pied de la Combe,SEM:GENCOMBE,45.13446,5.71471,66,Échirolles
1039,Place du Laca,SEM:GENPLACA,45.11379,5.72863,66,Champagnier
1040,Le Plâtre,SEM:GENLEPLATR,45.11776,5.7479,66,Jarrie
1041,Les Thévenets,SEM:GENTHEVE,45.11571,5.75102,66,Jarrie
1042,Les Simianes,SEM:GENSIMIA,45.11612,5.75778,66,Jarrie
1043,Les Chaberts,SEM:GENCHABER,45.10734,5.74936,66,Jarrie
1044,Maupertuis,SEM:GENMAUPERTJ,45.10558,5.74645,66,Jarrie
1045,Les Charbonnaux,SEM:GENCHARBON,45.10097,5.74215,66,Jarrie
1046,Le Vernet Croix,SEM:GENVERNET,45.09617,5.73978,66,Jarrie
1047,André Malraux,SEM:GENANMAL,45.09462,5.74417,66,Jarrie
1048,Clos Jouvin,SEM:GENCLOSJUV,45.09693,5.74585,66,Jarrie
1049,Herbeys Le Bourg,SEM:GENHEBOURG,45.13887,5.79311,67,Herbeys
1050,Le Chollet,SEM:GENCHOLLET,45.14025,5.78364,67,Brié-et-Angonnes
1051,Les Angonnes,SEM:GENANGONNES,45.13993,5.77617,67,Brié-et-Angonnes
1052,Beaulieu,SEM:GENBEAULIEU,45.13855,5.77355,67,Brié-et-Angonnes
1053,Tavernolles,SEM:GENTAVER,45.13628,5.77037,67,Brié-et-Angonnes
1054,Le Verderet,SEM:GENVERDERET,45.14694,5.75428,67,Eybens
1055,Le Bourg,SEM:GENLEBOURG,45.14781,5.75116,67,Eybens
1056,Les Javaux,SEM:GENJAVAUX,45.15034,5.7499,67,Eybens
1057,L'Iliade,SEM:GENILIADE,45.14713,5.74546,67,Eybens
1058,Pré au Crêt,SEM:GENPREAUCR,45.14405,5.7401,67,Eybens
1059,François Quesnay,SEM:GENFRQUESNA,45.1479,5.73517,67,Échirolles
1060,Alpexpo,SEM:GENALPEXPO,45.15449,5.73379,67,Eybens
1061,Polesud - Alpexpo,SEM:GENPOLESUD,45.15715,5.73384,67,Grenoble
1062,Grand'place,SEM:GENGRDPLACE,45.15893,5.73179,67,Grenoble
1063,Collège des Saules,SEM:GENCOLLSAUL,45.16143,5.74306,67,Eybens
1064,Marie Curie,SEM:GENMARIECUR,45.14523,5.71704,68,Échirolles
1065,La Rampe - Centre-Ville,SEM:GENRAMPE,45.14948,5.71818,68,Échirolles
1066,Antoine Polotti,SEM:GENPOLOTTI,45.1486,5.72251,68,Échirolles
1067,Le Château,SEM:GENCHATEAU,45.14732,5.72671,68,Échirolles
1068,Stade,SEM:GENSTADE,45.1435,5.72943,68,Échirolles
1069,Commanderie,SEM:GENCOMMANDE,45.14363,5.73336,68,Échirolles
1070,Avenue de la République,SEM:GENAVREPUB,45.14279,5.73589,68,Bresson
1071,La Maritelle,SEM:GENMARITELL,45.14162,5.74135,68,Bresson
1072,Les Vignes,SEM:GENVIGNES,45.13809,5.74574,68,Bresson
1073,Bresson Mairie,SEM:GENBRESSON,45.1377,5.74771,68,Bresson
1074,Lagay,SEM:GENLAGAY,45.1408,5.74997,68,Bresson
1075,Le Crêt,SEM:GENLECRET,45.14391,5.74859,68,Eybens
1076,Eybens Mairie,SEM:GENEYBMAIRI,45.14733,5.74979,68,Eybens
1077,Le Verderet,SEM:GENVERDERET,45.14694,5.75428,68,Eybens
1078,Grand Verger,SEM:GENGDVERGER,45.07385,5.72957,70,Champ-sur-Drac
1079,Montchaboud Le Village,SEM:GENMONTCHAV,45.09498,5.76482,70,Montchaboud
1080,Champ Clocher,SEM:GENCHAMP,45.09222,5.7702,70,Montchaboud
1081,Le Grimpillon,SEM:GENGRIMPI,45.08233,5.77515,70,Vizille
1082,Chantefeuille,SEM:GENCHANTEFE,45.08058,5.77486,70,Vizille
1083,Ecoles Joliot-Curie,SEM:GENEJCURIE,45.08403,5.77517,70,Vizille
1084,Collège Les Mattons,SEM:GENCOLMATTO,45.08654,5.77467,70,Vizille
1085,Camping,SEM:GENCAMPVIZ,45.08593,5.77127,70,Vizille
1086,Vénaria,SEM:GENVENARIA,45.08187,5.77163,70,Vizille
1087,L'Alliance,SEM:GENALLIANCE,45.08152,5.76865,70,Vizille
1088,Parc Vöhringen,SEM:GENVOHRIGEN,45.07888,5.76947,70,Vizille
1089,Les Forges,SEM:GENLESFORGE,45.07716,5.76858,70,Vizille
1090,Place du Château,SEM:GENCHAT,45.07572,5.77221,70,Vizille
1091,Vizille Lycée,SEM:GENLTE,45.06872,5.76836,70,Vizille
1092,Jarrie Gare,SEM:GENGAREJARR,45.08563,5.74255,70,Jarrie
1093,Pont de Champ,SEM:GENPONTCN,45.0875,5.73031,70,Champ-sur-Drac
1094,Espace Navarre,SEM:GENROMANCHE,45.08662,5.73067,70,Champ-sur-Drac
1095,Léo Lagrange,SEM:GENLEOLA,45.08448,5.73474,70,Champ-sur-Drac
1096,Zola - Mairie,SEM:GENSALLEZOL,45.08261,5.73371,70,Champ-sur-Drac
1097,Le Pavillon,SEM:GENECOLELP,45.07999,5.73469,70,Champ-sur-Drac
1098,Marcel Paul,SEM:GENGONNADIE,45.07745,5.73156,70,Champ-sur-Drac
1099,Stade Perrouault,SEM:GENSTADEPER,45.07559,5.72718,70,Champ-sur-Drac
1100,ZA La Plaine,SEM:GENCHAMPSD,45.06841,5.72308,70,Champ-sur-Drac
1101,La Melle,SEM:GENLAMELLE,45.07063,5.72713,70,Champ-sur-Drac
1102,Place du Laca,SEM:GENPLACA,45.11379,5.72863,71,Champagnier
1103,Le Plâtre,SEM:GENLEPLATR,45.11776,5.7479,71,Jarrie
1104,Les Thévenets,SEM:GENTHEVE,45.11571,5.75102,71,Jarrie
1105,Les Simianes,SEM:GENSIMIA,45.11612,5.75778,71,Jarrie
1106,Les Chaberts,SEM:GENCHABER,45.10734,5.74936,71,Jarrie
1107,Maupertuis,SEM:GENMAUPERTJ,45.10558,5.74645,71,Jarrie
1108,Les Charbonnaux,SEM:GENCHARBON,45.10097,5.74215,71,Jarrie
1109,Le Vernet Croix,SEM:GENVERNET,45.09617,5.73978,71,Jarrie
1110,André Malraux,SEM:GENANMAL,45.09462,5.74417,71,Jarrie
1111,Jarrie Gare,SEM:GENGAREJARR,45.08563,5.74255,71,Jarrie
1112,Notre-Dame-de-Commiers Le Village,SEM:GENNDCV,45.00967,5.70015,73,Notre-Dame-de-Commiers
1113,Les Pauttats,SEM:GENPAUT,45.01148,5.70161,73,Notre-Dame-de-Commiers
1114,Le Moulin,SEM:GENMOULIN,45.01516,5.7045,73,Notre-Dame-de-Commiers
1115,Pré du Bil,SEM:GENPREBIL,45.02466,5.70658,73,Saint-Georges-de-Commiers
1116,Saint-Pierre Eglise,SEM:GENSAINTPE,45.02819,5.70607,73,Saint-Georges-de-Commiers
1117,La Tour,SEM:GENLATOUR,45.03822,5.70418,73,Saint-Georges-de-Commiers
1118,Les Guiberts,SEM:GENGUILBERT,45.03859,5.70576,73,Saint-Georges-de-Commiers
1119,Les Condamines,SEM:GENCONDAM,45.04472,5.70732,73,Saint-Georges-de-Commiers
1120,Le Canal,SEM:GENCANAL,45.05212,5.7104,73,Saint-Georges-de-Commiers
1121,Les Isles,SEM:GENISLE,45.04881,5.70664,73,Saint-Georges-de-Commiers
1122,Les Peupliers,SEM:GENPEUPLE,45.04571,5.70237,73,Saint-Georges-de-Commiers
1123,Saint-Georges-de-Commiers Gare,SEM:GENSTGCOMMI,45.04363,5.70174,73,Saint-Georges-de-Commiers
1124,Vif Gare,SEM:GENVIFGARE,45.04824,5.68573,73,Vif
1125,Le Masségu,SEM:GENMASSEGU,45.05194,5.67464,73,Vif
1126,Rivalta,SEM:GENVIFGEND,45.05301,5.67655,73,Vif
1127,Vif Mairie,SEM:GENVIFMAIRI,45.05584,5.66897,73,Vif
